employee_id,date,status
1,2022-08-26,Vacation
1,2022-08-27,Vacation
1,2022-08-28,Absent
1,2022-08-29,Present
1,2022-08-30,Vacation
1,2022-08-31,Sick Leave
1,2022-09-01,Vacation
1,2022-09-02,Absent
1,2022-09-03,Present
1,2022-09-04,Sick Leave
1,2022-09-05,Vacation
1,2022-09-06,Sick Leave
1,2022-09-07,Absent
1,2022-09-08,Vacation
1,2022-09-09,Vacation
1,2022-09-10,Absent
1,2022-09-11,Vacation
1,2022-09-12,Present
1,2022-09-13,Vacation
1,2022-09-14,Vacation
1,2022-09-15,Sick Leave
1,2022-09-16,Present
1,2022-09-17,Sick Leave
1,2022-09-18,Present
1,2022-09-19,Present
1,2022-09-20,Sick Leave
1,2022-09-21,Present
1,2022-09-22,Absent
1,2022-09-23,Vacation
1,2022-09-24,Present
1,2022-09-25,Sick Leave
1,2022-09-26,Vacation
1,2022-09-27,Sick Leave
1,2022-09-28,Present
1,2022-09-29,Vacation
1,2022-09-30,Absent
1,2022-10-01,Sick Leave
1,2022-10-02,Sick Leave
1,2022-10-03,Present
1,2022-10-04,Present
1,2022-10-05,Present
1,2022-10-06,Absent
1,2022-10-07,Present
1,2022-10-08,Vacation
1,2022-10-09,Absent
1,2022-10-10,Vacation
1,2022-10-11,Absent
1,2022-10-12,Sick Leave
1,2022-10-13,Present
1,2022-10-14,Vacation
1,2022-10-15,Vacation
1,2022-10-16,Absent
1,2022-10-17,Sick Leave
1,2022-10-18,Vacation
1,2022-10-19,Vacation
1,2022-10-20,Vacation
1,2022-10-21,Vacation
1,2022-10-22,Sick Leave
1,2022-10-23,Absent
1,2022-10-24,Present
1,2022-10-25,Vacation
1,2022-10-26,Sick Leave
1,2022-10-27,Present
1,2022-10-28,Absent
1,2022-10-29,Vacation
1,2022-10-30,Absent
1,2022-10-31,Present
1,2022-11-01,Absent
1,2022-11-02,Present
1,2022-11-03,Absent
1,2022-11-04,Sick Leave
1,2022-11-05,Vacation
1,2022-11-06,Present
1,2022-11-07,Sick Leave
1,2022-11-08,Absent
1,2022-11-09,Absent
1,2022-11-10,Present
1,2022-11-11,Absent
1,2022-11-12,Absent
1,2022-11-13,Vacation
1,2022-11-14,Present
1,2022-11-15,Vacation
1,2022-11-16,Vacation
1,2022-11-17,Vacation
1,2022-11-18,Vacation
1,2022-11-19,Present
1,2022-11-20,Vacation
1,2022-11-21,Present
1,2022-11-22,Present
1,2022-11-23,Vacation
1,2022-11-24,Present
1,2022-11-25,Present
1,2022-11-26,Present
1,2022-11-27,Absent
1,2022-11-28,Present
1,2022-11-29,Present
1,2022-11-30,Vacation
1,2022-12-01,Sick Leave
1,2022-12-02,Present
1,2022-12-03,Sick Leave
1,2022-12-04,Absent
1,2022-12-05,Vacation
1,2022-12-06,Present
1,2022-12-07,Sick Leave
1,2022-12-08,Present
1,2022-12-09,Vacation
1,2022-12-10,Present
1,2022-12-11,Vacation
1,2022-12-12,Sick Leave
1,2022-12-13,Sick Leave
1,2022-12-14,Absent
1,2022-12-15,Present
1,2022-12-16,Absent
1,2022-12-17,Sick Leave
1,2022-12-18,Present
1,2022-12-19,Present
1,2022-12-20,Vacation
1,2022-12-21,Sick Leave
1,2022-12-22,Present
1,2022-12-23,Absent
1,2022-12-24,Absent
1,2022-12-25,Vacation
1,2022-12-26,Sick Leave
1,2022-12-27,Present
1,2022-12-28,Vacation
1,2022-12-29,Sick Leave
1,2022-12-30,Present
1,2022-12-31,Present
1,2023-01-01,Absent
1,2023-01-02,Present
1,2023-01-03,Present
1,2023-01-04,Sick Leave
1,2023-01-05,Vacation
1,2023-01-06,Absent
1,2023-01-07,Vacation
1,2023-01-08,Present
1,2023-01-09,Vacation
1,2023-01-10,Absent
1,2023-01-11,Absent
1,2023-01-12,Sick Leave
1,2023-01-13,Present
1,2023-01-14,Sick Leave
1,2023-01-15,Present
1,2023-01-16,Vacation
1,2023-01-17,Sick Leave
1,2023-01-18,Present
1,2023-01-19,Sick Leave
1,2023-01-20,Sick Leave
1,2023-01-21,Absent
1,2023-01-22,Present
1,2023-01-23,Present
1,2023-01-24,Absent
1,2023-01-25,Vacation
1,2023-01-26,Vacation
1,2023-01-27,Sick Leave
1,2023-01-28,Present
1,2023-01-29,Present
1,2023-01-30,Vacation
1,2023-01-31,Present
1,2023-02-01,Vacation
1,2023-02-02,Absent
1,2023-02-03,Present
1,2023-02-04,Absent
1,2023-02-05,Sick Leave
1,2023-02-06,Vacation
1,2023-02-07,Absent
1,2023-02-08,Absent
1,2023-02-09,Present
1,2023-02-10,Present
1,2023-02-11,Present
1,2023-02-12,Present
1,2023-02-13,Absent
1,2023-02-14,Sick Leave
1,2023-02-15,Vacation
1,2023-02-16,Sick Leave
1,2023-02-17,Sick Leave
1,2023-02-18,Sick Leave
1,2023-02-19,Present
1,2023-02-20,Sick Leave
1,2023-02-21,Sick Leave
1,2023-02-22,Present
1,2023-02-23,Absent
1,2023-02-24,Absent
1,2023-02-25,Absent
1,2023-02-26,Absent
1,2023-02-27,Sick Leave
1,2023-02-28,Present
1,2023-03-01,Present
1,2023-03-02,Present
1,2023-03-03,Sick Leave
1,2023-03-04,Sick Leave
1,2023-03-05,Absent
1,2023-03-06,Vacation
1,2023-03-07,Present
1,2023-03-08,Vacation
1,2023-03-09,Vacation
1,2023-03-10,Absent
1,2023-03-11,Present
1,2023-03-12,Absent
1,2023-03-13,Vacation
1,2023-03-14,Present
1,2023-03-15,Absent
1,2023-03-16,Absent
1,2023-03-17,Absent
1,2023-03-18,Present
1,2023-03-19,Present
1,2023-03-20,Vacation
1,2023-03-21,Vacation
1,2023-03-22,Vacation
1,2023-03-23,Present
1,2023-03-24,Absent
1,2023-03-25,Present
1,2023-03-26,Vacation
1,2023-03-27,Sick Leave
1,2023-03-28,Vacation
1,2023-03-29,Vacation
1,2023-03-30,Vacation
1,2023-03-31,Sick Leave
1,2023-04-01,Vacation
1,2023-04-02,Present
1,2023-04-03,Absent
1,2023-04-04,Vacation
1,2023-04-05,Absent
1,2023-04-06,Sick Leave
1,2023-04-07,Vacation
1,2023-04-08,Present
1,2023-04-09,Vacation
1,2023-04-10,Present
1,2023-04-11,Sick Leave
1,2023-04-12,Absent
1,2023-04-13,Sick Leave
1,2023-04-14,Present
1,2023-04-15,Vacation
1,2023-04-16,Sick Leave
1,2023-04-17,Sick Leave
1,2023-04-18,Present
1,2023-04-19,Vacation
1,2023-04-20,Sick Leave
1,2023-04-21,Vacation
1,2023-04-22,Vacation
1,2023-04-23,Absent
1,2023-04-24,Present
1,2023-04-25,Absent
1,2023-04-26,Present
1,2023-04-27,Sick Leave
1,2023-04-28,Sick Leave
1,2023-04-29,Absent
1,2023-04-30,Vacation
1,2023-05-01,Sick Leave
1,2023-05-02,Absent
1,2023-05-03,Sick Leave
1,2023-05-04,Absent
1,2023-05-05,Absent
1,2023-05-06,Present
1,2023-05-07,Present
1,2023-05-08,Vacation
1,2023-05-09,Absent
1,2023-05-10,Present
1,2023-05-11,Sick Leave
1,2023-05-12,Sick Leave
1,2023-05-13,Sick Leave
1,2023-05-14,Absent
1,2023-05-15,Sick Leave
1,2023-05-16,Sick Leave
1,2023-05-17,Absent
1,2023-05-18,Present
1,2023-05-19,Absent
1,2023-05-20,Sick Leave
1,2023-05-21,Absent
1,2023-05-22,Present
1,2023-05-23,Present
1,2023-05-24,Present
1,2023-05-25,Present
1,2023-05-26,Absent
1,2023-05-27,Present
1,2023-05-28,Present
1,2023-05-29,Present
1,2023-05-30,Vacation
1,2023-05-31,Vacation
1,2023-06-01,Absent
1,2023-06-02,Sick Leave
1,2023-06-03,Present
1,2023-06-04,Sick Leave
1,2023-06-05,Vacation
1,2023-06-06,Sick Leave
1,2023-06-07,Sick Leave
1,2023-06-08,Sick Leave
1,2023-06-09,Absent
1,2023-06-10,Absent
1,2023-06-11,Absent
1,2023-06-12,Present
1,2023-06-13,Vacation
1,2023-06-14,Absent
1,2023-06-15,Present
1,2023-06-16,Sick Leave
1,2023-06-17,Absent
1,2023-06-18,Present
1,2023-06-19,Vacation
1,2023-06-20,Sick Leave
1,2023-06-21,Present
1,2023-06-22,Sick Leave
1,2023-06-23,Sick Leave
1,2023-06-24,Present
1,2023-06-25,Absent
1,2023-06-26,Vacation
1,2023-06-27,Absent
1,2023-06-28,Present
1,2023-06-29,Present
1,2023-06-30,Present
1,2023-07-01,Sick Leave
1,2023-07-02,Sick Leave
1,2023-07-03,Vacation
1,2023-07-04,Present
1,2023-07-05,Present
1,2023-07-06,Vacation
1,2023-07-07,Present
1,2023-07-08,Vacation
1,2023-07-09,Vacation
1,2023-07-10,Sick Leave
1,2023-07-11,Absent
1,2023-07-12,Vacation
1,2023-07-13,Vacation
1,2023-07-14,Sick Leave
1,2023-07-15,Vacation
1,2023-07-16,Sick Leave
1,2023-07-17,Vacation
1,2023-07-18,Absent
1,2023-07-19,Vacation
1,2023-07-20,Present
1,2023-07-21,Absent
1,2023-07-22,Sick Leave
1,2023-07-23,Absent
1,2023-07-24,Vacation
1,2023-07-25,Absent
1,2023-07-26,Absent
1,2023-07-27,Vacation
1,2023-07-28,Absent
1,2023-07-29,Vacation
1,2023-07-30,Absent
1,2023-07-31,Absent
1,2023-08-01,Vacation
1,2023-08-02,Vacation
1,2023-08-03,Absent
1,2023-08-04,Vacation
1,2023-08-05,Sick Leave
1,2023-08-06,Absent
1,2023-08-07,Vacation
1,2023-08-08,Vacation
1,2023-08-09,Sick Leave
1,2023-08-10,Sick Leave
1,2023-08-11,Vacation
1,2023-08-12,Vacation
1,2023-08-13,Vacation
1,2023-08-14,Vacation
1,2023-08-15,Vacation
1,2023-08-16,Present
1,2023-08-17,Sick Leave
1,2023-08-18,Vacation
1,2023-08-19,Present
1,2023-08-20,Present
1,2023-08-21,Sick Leave
1,2023-08-22,Vacation
1,2023-08-23,Sick Leave
1,2023-08-24,Vacation
1,2023-08-25,Vacation
1,2023-08-26,Absent
1,2023-08-27,Absent
1,2023-08-28,Absent
1,2023-08-29,Vacation
1,2023-08-30,Sick Leave
1,2023-08-31,Vacation
1,2023-09-01,Sick Leave
1,2023-09-02,Absent
1,2023-09-03,Sick Leave
1,2023-09-04,Sick Leave
1,2023-09-05,Sick Leave
1,2023-09-06,Sick Leave
1,2023-09-07,Present
1,2023-09-08,Vacation
1,2023-09-09,Vacation
1,2023-09-10,Vacation
1,2023-09-11,Sick Leave
1,2023-09-12,Absent
1,2023-09-13,Vacation
1,2023-09-14,Sick Leave
1,2023-09-15,Absent
1,2023-09-16,Present
1,2023-09-17,Sick Leave
1,2023-09-18,Sick Leave
1,2023-09-19,Sick Leave
1,2023-09-20,Sick Leave
1,2023-09-21,Absent
1,2023-09-22,Absent
1,2023-09-23,Vacation
1,2023-09-24,Absent
1,2023-09-25,Absent
1,2023-09-26,Absent
1,2023-09-27,Sick Leave
1,2023-09-28,Vacation
1,2023-09-29,Sick Leave
1,2023-09-30,Vacation
1,2023-10-01,Present
1,2023-10-02,Sick Leave
1,2023-10-03,Absent
1,2023-10-04,Present
1,2023-10-05,Absent
1,2023-10-06,Vacation
1,2023-10-07,Present
1,2023-10-08,Present
1,2023-10-09,Vacation
1,2023-10-10,Vacation
1,2023-10-11,Present
1,2023-10-12,Present
1,2023-10-13,Absent
1,2023-10-14,Absent
1,2023-10-15,Present
1,2023-10-16,Sick Leave
1,2023-10-17,Absent
1,2023-10-18,Absent
1,2023-10-19,Vacation
1,2023-10-20,Present
1,2023-10-21,Absent
1,2023-10-22,Vacation
1,2023-10-23,Present
1,2023-10-24,Present
1,2023-10-25,Sick Leave
1,2023-10-26,Absent
1,2023-10-27,Absent
1,2023-10-28,Absent
1,2023-10-29,Vacation
1,2023-10-30,Present
1,2023-10-31,Sick Leave
1,2023-11-01,Present
1,2023-11-02,Vacation
1,2023-11-03,Absent
1,2023-11-04,Absent
1,2023-11-05,Vacation
1,2023-11-06,Absent
1,2023-11-07,Absent
1,2023-11-08,Vacation
1,2023-11-09,Vacation
1,2023-11-10,Present
1,2023-11-11,Vacation
1,2023-11-12,Absent
1,2023-11-13,Present
1,2023-11-14,Sick Leave
1,2023-11-15,Absent
1,2023-11-16,Sick Leave
1,2023-11-17,Present
1,2023-11-18,Sick Leave
1,2023-11-19,Absent
1,2023-11-20,Absent
1,2023-11-21,Present
1,2023-11-22,Sick Leave
1,2023-11-23,Vacation
1,2023-11-24,Absent
1,2023-11-25,Absent
1,2023-11-26,Absent
1,2023-11-27,Present
1,2023-11-28,Vacation
1,2023-11-29,Absent
1,2023-11-30,Absent
1,2023-12-01,Absent
1,2023-12-02,Absent
1,2023-12-03,Sick Leave
1,2023-12-04,Present
1,2023-12-05,Vacation
1,2023-12-06,Vacation
1,2023-12-07,Absent
1,2023-12-08,Present
1,2023-12-09,Sick Leave
1,2023-12-10,Sick Leave
1,2023-12-11,Present
1,2023-12-12,Vacation
1,2023-12-13,Vacation
1,2023-12-14,Sick Leave
1,2023-12-15,Present
1,2023-12-16,Absent
1,2023-12-17,Present
1,2023-12-18,Sick Leave
1,2023-12-19,Present
1,2023-12-20,Vacation
1,2023-12-21,Present
1,2023-12-22,Present
1,2023-12-23,Absent
1,2023-12-24,Present
1,2023-12-25,Present
1,2023-12-26,Absent
1,2023-12-27,Vacation
1,2023-12-28,Vacation
1,2023-12-29,Absent
1,2023-12-30,Absent
1,2023-12-31,Vacation
1,2024-01-01,Sick Leave
1,2024-01-02,Present
1,2024-01-03,Sick Leave
1,2024-01-04,Absent
1,2024-01-05,Vacation
1,2024-01-06,Sick Leave
1,2024-01-07,Vacation
1,2024-01-08,Present
1,2024-01-09,Absent
1,2024-01-10,Absent
1,2024-01-11,Vacation
1,2024-01-12,Sick Leave
1,2024-01-13,Vacation
1,2024-01-14,Present
1,2024-01-15,Sick Leave
1,2024-01-16,Present
1,2024-01-17,Vacation
1,2024-01-18,Present
1,2024-01-19,Sick Leave
1,2024-01-20,Absent
1,2024-01-21,Vacation
1,2024-01-22,Vacation
1,2024-01-23,Vacation
1,2024-01-24,Absent
1,2024-01-25,Sick Leave
1,2024-01-26,Sick Leave
1,2024-01-27,Present
1,2024-01-28,Vacation
1,2024-01-29,Sick Leave
1,2024-01-30,Sick Leave
1,2024-01-31,Sick Leave
1,2024-02-01,Vacation
1,2024-02-02,Sick Leave
1,2024-02-03,Sick Leave
1,2024-02-04,Vacation
1,2024-02-05,Vacation
1,2024-02-06,Absent
1,2024-02-07,Absent
1,2024-02-08,Present
1,2024-02-09,Absent
1,2024-02-10,Sick Leave
1,2024-02-11,Vacation
1,2024-02-12,Sick Leave
1,2024-02-13,Absent
1,2024-02-14,Absent
1,2024-02-15,Sick Leave
1,2024-02-16,Absent
1,2024-02-17,Vacation
1,2024-02-18,Vacation
1,2024-02-19,Present
1,2024-02-20,Present
1,2024-02-21,Present
1,2024-02-22,Sick Leave
1,2024-02-23,Vacation
1,2024-02-24,Absent
1,2024-02-25,Present
1,2024-02-26,Sick Leave
1,2024-02-27,Absent
1,2024-02-28,Sick Leave
1,2024-02-29,Vacation
1,2024-03-01,Vacation
1,2024-03-02,Present
1,2024-03-03,Present
1,2024-03-04,Present
1,2024-03-05,Absent
1,2024-03-06,Sick Leave
1,2024-03-07,Absent
1,2024-03-08,Sick Leave
1,2024-03-09,Sick Leave
1,2024-03-10,Absent
1,2024-03-11,Vacation
1,2024-03-12,Vacation
1,2024-03-13,Absent
1,2024-03-14,Absent
1,2024-03-15,Present
1,2024-03-16,Absent
1,2024-03-17,Sick Leave
1,2024-03-18,Present
1,2024-03-19,Vacation
1,2024-03-20,Present
1,2024-03-21,Present
1,2024-03-22,Absent
1,2024-03-23,Present
1,2024-03-24,Present
1,2024-03-25,Present
1,2024-03-26,Absent
1,2024-03-27,Present
1,2024-03-28,Present
1,2024-03-29,Present
1,2024-03-30,Sick Leave
1,2024-03-31,Sick Leave
1,2024-04-01,Sick Leave
1,2024-04-02,Absent
1,2024-04-03,Sick Leave
1,2024-04-04,Sick Leave
1,2024-04-05,Present
1,2024-04-06,Absent
1,2024-04-07,Vacation
1,2024-04-08,Present
1,2024-04-09,Present
1,2024-04-10,Sick Leave
1,2024-04-11,Vacation
1,2024-04-12,Present
1,2024-04-13,Sick Leave
1,2024-04-14,Sick Leave
1,2024-04-15,Sick Leave
1,2024-04-16,Absent
1,2024-04-17,Vacation
1,2024-04-18,Present
1,2024-04-19,Present
1,2024-04-20,Present
1,2024-04-21,Present
1,2024-04-22,Sick Leave
1,2024-04-23,Present
1,2024-04-24,Present
1,2024-04-25,Sick Leave
1,2024-04-26,Sick Leave
1,2024-04-27,Present
1,2024-04-28,Absent
1,2024-04-29,Vacation
1,2024-04-30,Vacation
1,2024-05-01,Absent
1,2024-05-02,Absent
1,2024-05-03,Present
1,2024-05-04,Absent
1,2024-05-05,Sick Leave
1,2024-05-06,Absent
1,2024-05-07,Present
1,2024-05-08,Sick Leave
1,2024-05-09,Sick Leave
1,2024-05-10,Present
1,2024-05-11,Absent
1,2024-05-12,Absent
1,2024-05-13,Sick Leave
1,2024-05-14,Absent
1,2024-05-15,Sick Leave
1,2024-05-16,Present
1,2024-05-17,Absent
1,2024-05-18,Present
1,2024-05-19,Present
1,2024-05-20,Vacation
1,2024-05-21,Present
1,2024-05-22,Absent
1,2024-05-23,Vacation
1,2024-05-24,Absent
1,2024-05-25,Absent
1,2024-05-26,Vacation
1,2024-05-27,Sick Leave
1,2024-05-28,Present
1,2024-05-29,Absent
1,2024-05-30,Present
1,2024-05-31,Vacation
1,2024-06-01,Absent
1,2024-06-02,Present
1,2024-06-03,Sick Leave
1,2024-06-04,Absent
1,2024-06-05,Sick Leave
1,2024-06-06,Sick Leave
1,2024-06-07,Sick Leave
1,2024-06-08,Present
1,2024-06-09,Present
1,2024-06-10,Present
1,2024-06-11,Present
1,2024-06-12,Sick Leave
1,2024-06-13,Vacation
1,2024-06-14,Absent
1,2024-06-15,Present
1,2024-06-16,Sick Leave
1,2024-06-17,Present
1,2024-06-18,Present
1,2024-06-19,Present
1,2024-06-20,Present
1,2024-06-21,Sick Leave
1,2024-06-22,Vacation
1,2024-06-23,Vacation
1,2024-06-24,Present
1,2024-06-25,Absent
1,2024-06-26,Vacation
1,2024-06-27,Sick Leave
1,2024-06-28,Absent
1,2024-06-29,Absent
1,2024-06-30,Absent
1,2024-07-01,Vacation
1,2024-07-02,Present
1,2024-07-03,Present
1,2024-07-04,Sick Leave
1,2024-07-05,Vacation
1,2024-07-06,Present
1,2024-07-07,Vacation
1,2024-07-08,Sick Leave
1,2024-07-09,Present
1,2024-07-10,Vacation
1,2024-07-11,Vacation
1,2024-07-12,Vacation
1,2024-07-13,Vacation
1,2024-07-14,Sick Leave
1,2024-07-15,Present
1,2024-07-16,Present
1,2024-07-17,Sick Leave
1,2024-07-18,Vacation
1,2024-07-19,Sick Leave
1,2024-07-20,Absent
1,2024-07-21,Vacation
1,2024-07-22,Sick Leave
1,2024-07-23,Present
1,2024-07-24,Sick Leave
1,2024-07-25,Present
1,2024-07-26,Absent
1,2024-07-27,Absent
1,2024-07-28,Absent
1,2024-07-29,Vacation
1,2024-07-30,Vacation
1,2024-07-31,Sick Leave
1,2024-08-01,Sick Leave
1,2024-08-02,Sick Leave
1,2024-08-03,Present
1,2024-08-04,Vacation
1,2024-08-05,Vacation
1,2024-08-06,Absent
1,2024-08-07,Absent
1,2024-08-08,Present
1,2024-08-09,Sick Leave
1,2024-08-10,Absent
1,2024-08-11,Vacation
1,2024-08-12,Absent
1,2024-08-13,Present
1,2024-08-14,Sick Leave
1,2024-08-15,Present
1,2024-08-16,Absent
1,2024-08-17,Absent
1,2024-08-18,Present
1,2024-08-19,Absent
1,2024-08-20,Absent
1,2024-08-21,Sick Leave
1,2024-08-22,Absent
1,2024-08-23,Sick Leave
1,2024-08-24,Absent
1,2024-08-25,Present
1,2024-08-26,Vacation
1,2024-08-27,Vacation
1,2024-08-28,Sick Leave
1,2024-08-29,Absent
1,2024-08-30,Absent
1,2024-08-31,Absent
1,2024-09-01,Sick Leave
1,2024-09-02,Vacation
1,2024-09-03,Present
1,2024-09-04,Absent
1,2024-09-05,Absent
1,2024-09-06,Absent
1,2024-09-07,Present
1,2024-09-08,Present
1,2024-09-09,Sick Leave
1,2024-09-10,Present
1,2024-09-11,Absent
1,2024-09-12,Absent
1,2024-09-13,Sick Leave
1,2024-09-14,Sick Leave
1,2024-09-15,Vacation
1,2024-09-16,Vacation
1,2024-09-17,Sick Leave
1,2024-09-18,Present
1,2024-09-19,Sick Leave
1,2024-09-20,Vacation
1,2024-09-21,Sick Leave
1,2024-09-22,Vacation
1,2024-09-23,Sick Leave
1,2024-09-24,Present
1,2024-09-25,Absent
1,2024-09-26,Present
1,2024-09-27,Vacation
1,2024-09-28,Vacation
1,2024-09-29,Present
1,2024-09-30,Vacation
1,2024-10-01,Present
1,2024-10-02,Vacation
1,2024-10-03,Vacation
1,2024-10-04,Present
1,2024-10-05,Present
1,2024-10-06,Absent
1,2024-10-07,Sick Leave
1,2024-10-08,Vacation
1,2024-10-09,Absent
1,2024-10-10,Vacation
1,2024-10-11,Present
1,2024-10-12,Absent
1,2024-10-13,Present
1,2024-10-14,Present
1,2024-10-15,Vacation
1,2024-10-16,Absent
1,2024-10-17,Sick Leave
1,2024-10-18,Sick Leave
1,2024-10-19,Present
